SPU,Class.L1,Class.L2,Class.L3
SPU_017453,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_017933,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018252,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018429,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018430,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018508,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018737,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018939,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_018985,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019241,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019262,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019263,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019291,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019370,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019374,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019479,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_019826,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020081,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020161,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020273,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020597,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020650,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020822,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_020868,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021124,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021348,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021457,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021509,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021691,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021692,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021782,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021789,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021890,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021987,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_021988,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022000,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022085,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022145,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022146,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022147,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022148,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022149,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022150,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022151,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022285,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022286,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022287,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022288,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022289,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022339,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022423,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022424,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022528,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022567,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022568,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022569,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_022814,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_023641,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_023677,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_023840,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_023991,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_024084,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_024390,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_024408,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_024440,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_024487,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_025862,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_025865,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_025968,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_025983,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026234,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026241,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026408,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026709,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026848,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_026849,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027037,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027287,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027288,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027379,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027503,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_027619,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028233,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028382,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028612,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028669,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028680,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_028804,Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger
SPU_000199,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000375,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000428,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000615,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000870,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000871,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000911,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000985,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000986,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001458,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001650,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001862,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001877,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001970,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001971,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_001993,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_002224,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_002442,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_002538,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_002803,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_003419,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_003578,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_003579,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_003684,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_003846,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004139,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004150,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004311,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004360,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004655,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004791,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004792,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004951,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_004957,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005088,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005148,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005339,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005830,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005832,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005850,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_005950,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_006164,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_006218,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_006458,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_006939,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007105,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007418,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007429,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007430,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007790,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007850,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007859,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_007986,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008228,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008229,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008267,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008278,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008396,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008456,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008962,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_008963,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009037,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009129,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009173,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009343,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009435,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009450,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009459,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009829,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009933,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009952,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_009970,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010320,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010575,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010619,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010680,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010693,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010695,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_010940,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011277,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011328,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011454,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011455,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011481,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011536,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011537,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011539,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011540,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011570,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011823,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_011949,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_012257,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_012464,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013111,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013162,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013470,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013676,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013751,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_013824,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_014041,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_014073,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_014191,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_014266,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_014352,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015029,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015066,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015132,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015185,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015303,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015333,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015533,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_015553,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016388,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016438,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016457,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016468,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016501,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016536,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_016554,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017104,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017180,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017529,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017530,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017735,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_017794,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018055,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018100,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018211,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018212,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018213,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018380,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018409,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018410,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018519,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018534,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018838,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_018928,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_019042,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_019309,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_019661,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_019834,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_019882,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020258,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020259,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020428,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020644,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020652,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020654,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020741,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020996,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_020997,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021075,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021162,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021225,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021362,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021395,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021415,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021420,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021502,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021787,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021907,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021908,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_021936,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_022451,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_022909,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_022911,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_023033,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_023035,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_023321,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_023491,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_023544,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024062,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024204,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024205,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024207,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024208,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024385,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024386,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024404,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024429,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024479,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024501,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024590,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024731,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024733,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024815,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024847,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024868,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_024960,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_025076,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_025136,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_025263,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_025312,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_025719,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_026200,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_026274,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_026275,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027162,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027163,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027164,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027222,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027698,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027721,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027735,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027798,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_027815,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_028404,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_028576,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_028639,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_028893,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030075,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030076,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030077,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030078,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030079,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030080,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030092,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030093,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030094,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030095,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030136,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_030137,Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR
SPU_000073,Immunity,Immunity_Signal,Immunity_Signal
SPU_000310,Immunity,Immunity_Signal,Immunity_Signal
SPU_000409,Immunity,Immunity_Signal,Immunity_Signal
SPU_000742,Immunity,Immunity_Signal,Immunity_Signal
SPU_000764,Immunity,Immunity_Signal,Immunity_Signal
SPU_001152,Immunity,Immunity_Signal,Immunity_Signal
SPU_001905,Immunity,Immunity_Signal,Immunity_Signal
SPU_002696,Immunity,Immunity_Signal,Immunity_Signal
SPU_002792,Immunity,Immunity_Signal,Immunity_Signal
SPU_002921,Immunity,Immunity_Signal,Immunity_Signal
SPU_002923,Immunity,Immunity_Signal,Immunity_Signal
SPU_003194,Immunity,Immunity_Signal,Immunity_Signal
SPU_003408,Immunity,Immunity_Signal,Immunity_Signal
SPU_003462,Immunity,Immunity_Signal,Immunity_Signal
SPU_003495,Immunity,Immunity_Signal,Immunity_Signal
SPU_003608,Immunity,Immunity_Signal,Immunity_Signal
SPU_003911,Immunity,Immunity_Signal,Immunity_Signal
SPU_003912,Immunity,Immunity_Signal,Immunity_Signal
SPU_003955,Immunity,Immunity_Signal,Immunity_Signal
SPU_004107,Immunity,Immunity_Signal,Immunity_Signal
SPU_004517,Immunity,Immunity_Signal,Immunity_Signal
SPU_004557,Immunity,Immunity_Signal,Immunity_Signal
SPU_004671,Immunity,Immunity_Signal,Immunity_Signal
SPU_005215,Immunity,Immunity_Signal,Immunity_Signal
SPU_005254,Immunity,Immunity_Signal,Immunity_Signal
SPU_005419,Immunity,Immunity_Signal,Immunity_Signal
SPU_005737,Immunity,Immunity_Signal,Immunity_Signal
SPU_005871,Immunity,Immunity_Signal,Immunity_Signal
SPU_005983,Immunity,Immunity_Signal,Immunity_Signal
SPU_006122,Immunity,Immunity_Signal,Immunity_Signal
SPU_006410,Immunity,Immunity_Signal,Immunity_Signal
SPU_006988,Immunity,Immunity_Signal,Immunity_Signal
SPU_007020,Immunity,Immunity_Signal,Immunity_Signal
SPU_007088,Immunity,Immunity_Signal,Immunity_Signal
SPU_007342,Immunity,Immunity_Signal,Immunity_Signal
SPU_007343,Immunity,Immunity_Signal,Immunity_Signal
SPU_007638,Immunity,Immunity_Signal,Immunity_Signal
SPU_007952,Immunity,Immunity_Signal,Immunity_Signal
SPU_007964,Immunity,Immunity_Signal,Immunity_Signal
SPU_008177,Immunity,Immunity_Signal,Immunity_Signal
SPU_008254,Immunity,Immunity_Signal,Immunity_Signal
SPU_008255,Immunity,Immunity_Signal,Immunity_Signal
SPU_008302,Immunity,Immunity_Signal,Immunity_Signal
SPU_008332,Immunity,Immunity_Signal,Immunity_Signal
SPU_009527,Immunity,Immunity_Signal,Immunity_Signal
SPU_009528,Immunity,Immunity_Signal,Immunity_Signal
