SPU,Class.L1,Class.L2,Class.L3
SPU_012974,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_012979,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013018,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013019,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013020,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013021,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013022,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013023,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013024,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013025,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013026,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013027,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013028,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013029,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013107,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013141,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013152,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013153,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013154,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013155,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013158,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013167,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013212,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013248,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013263,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013270,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013306,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013359,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013374,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013443,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013453,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013503,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013554,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013555,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013556,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013594,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013595,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013623,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013657,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013663,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013760,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013767,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013774,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013777,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013779,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013780,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013781,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013782,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013783,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013789,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013798,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013866,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013896,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013897,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013898,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013899,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013900,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013901,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013918,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013969,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_013985,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014086,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014098,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014205,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014212,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014269,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014380,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014384,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014434,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014447,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014448,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014487,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014499,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014500,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014514,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014533,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014538,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014550,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014554,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014555,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014597,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014700,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014741,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014743,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014744,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014745,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014747,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014764,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014765,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014769,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014826,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014834,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014918,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014971,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014990,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_014998,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015043,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015072,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015073,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015074,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015075,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015076,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015077,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015078,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015098,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015119,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015129,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015130,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015131,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015133,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015134,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015139,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015140,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015161,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015186,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015218,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015234,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015250,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015251,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015259,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015263,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015265,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015417,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015464,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015509,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015510,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015512,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015593,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015626,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015631,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015632,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015667,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015731,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015740,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015757,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015761,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015779,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015780,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015788,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015847,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015872,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015886,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015954,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015957,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_015968,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016033,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016148,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016177,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016206,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016400,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016513,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016534,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016597,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016787,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016788,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016812,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016813,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016814,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016843,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016898,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016939,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016940,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016941,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016942,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_016959,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017045,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017091,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017092,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017093,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017094,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017095,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017096,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017231,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017241,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017261,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017268,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017269,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017325,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017371,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017429,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017443,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017623,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017624,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017655,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017687,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017688,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017689,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017763,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017789,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017812,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017856,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017862,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017863,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017864,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017865,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017866,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017867,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017885,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017907,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017908,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017918,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017919,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017951,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_017994,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018001,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018002,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018006,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018091,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018121,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018128,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018190,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018227,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018268,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018294,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018295,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018296,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018297,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018339,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018357,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018469,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018541,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018600,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018603,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018604,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018642,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018799,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018826,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018834,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018835,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018947,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018963,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018966,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018967,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018997,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_018998,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019013,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019014,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019084,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019108,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019114,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019115,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019120,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019158,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019187,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019188,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019228,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019237,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019238,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019239,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019240,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019251,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019252,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019281,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019362,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019375,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019376,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019596,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019675,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019676,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019698,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019802,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019808,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019868,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_019972,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020028,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020049,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020106,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020142,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020177,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020295,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020296,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020314,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020333,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020348,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020361,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020369,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020376,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020381,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020408,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020410,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020415,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020416,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020417,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020418,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020557,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020587,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020593,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020594,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020667,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020686,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020832,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020906,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020911,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020934,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_020935,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021015,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021092,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021134,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021151,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021160,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021176,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021187,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021219,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021220,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021290,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021291,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021363,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021373,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021390,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021507,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021528,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021574,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021575,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021576,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021578,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021579,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
SPU_021588,GPCRRhodopsin,GPCRRhodopsin_All,GPCRRhodopsin_All
