introgression_tract,species_tree_tract
0.0322331098504383,0.0623755806237558
0.0396039603960396,0.0802702702702702
0.0462056303549571,0.0377075959705962
0.0442930153321976,0.0706455043769942
0.0506050605060506,0.0462656364974245
0.0208,0.0646415808282531
0.0188781014023732,0.0549311094996374
0.0548128342245989,0.0573758915330838
0.0255255255255255,0.0623047233964344
0.0214067278287461,0.028415300546448
0.0347084490281634,0.0619001919385796
0.0135746606334841,0.0324913892078071
0.0256410256410256,0.0586522462562396
0.038543897216274,0.0401525347689546
0.0207667731629392,0.046
0.0421926910299003,0.0933609958506224
0.05,0.046736329802462
0.0916955017301038,0.0510858835143139
0.0711610486891385,0.0561677923924635
0.0653442240373395,0.0224111282843894
0.0627272727272727,0.0388349514563106
0.0502283105022831,0.0746500777604976
0.0570815450643776,0.0593540878673261
0.0585378323108384,0.0466226138032305
0.0638297872340425,0.0070621468926553
0.0450204638472032,0.0526256732495511
0.0770348837209302,0.0841359773371104
0.0426409903713892,0.0519860737458458
0.0322759129472519,0.064612676056338
0.0849372384937238,0.0668251885864217
0.0678481012658227,0.0388059701492537
0.0207156308851224,0.0321992709599027
0.048170449282075,0.0246179966044142
0.0479729729729729,0.0461713684948309
0.0479901558654634,0.0489145369607034
0.0227686703096539,0.041014570966001
0.0311871227364185,0.063519313304721
0.0390365448504983,0.053030303030303
0.0091463414634146,0.056890012642225
0.0542895442359249,0.0407407407407407
0.0477799227799227,0.0627286983795086
0.0122050447518307,0.0526315789473684
0.04420866489832,0.0491738788355625
0.0178108808290155,0.0671994188158372
0.0277067348678601,0.0593907714491708
0.0402985074626865,0.0503903477643718
0.035225048923679,0.0208643815201192
0.02931108258451,0.0588902640264026
0.0347533632286995,0.0559815950920245
0.0615835777126099,0.068118948824343
0.0222984562607204,0.0667870036101083
0.0255190311418685,0.038647342995169
0.0150316455696202,0.052755905511811
0.025,0.0392857142857142
0.0698369565217391,0.0388252862120457
0.1124260355029585,0.0586821550170238
0.0206508135168961,0.0623268698060941
0.0693962526023594,0.0503470657171189
0.0552147239263803,0.0378698224852071
0.058774834437086,0.0667942658489902
0.0396716826265389,0.0721278298112674
0.0390625,0.0087912087912087
0.0383074611917876,0.0410353535353535
0.0388127853881278,0.0506598552575564
0.028059377262853,0.0360576923076923
0.0408163265306122,0.0174029451137884
0.0649263721552878,0.0163934426229508
0.0566090351366425,0.0602597402597402
0.0275058275058275,0.0733096085409252
0.0387896019496344,0.0612582781456953
0.0177628420547287,0.0440194292653309
0.0368898978433598,0.0641698473282442
0.0445391169635941,0.0413251366120218
0.0135635018495684,0.0544424205626391
0.0317769130998702,0.0290877038342882
0.0339558573853989,0.066321374431531
0.0160075329566855,0.0674749604638903
0.0450704225352112,0.0626239727968263
0.0277777777777777,0.08001443001443
0.0517621145374449,0.0627450980392156
0.0202205882352941,0.0582151300236406
0.0495345744680851,0.0258620689655172
0.0566666666666666,0.0501760563380281
0.0398550724637681,0.0650814914043313
0.0511583011583011,0.0475094181665969
0.0334075723830735,0.0786280336800396
0.0133293838862559,0.047531589773729
0.0440074906367041,0.0627177700348432
0.050392670157068,0.0396825396825396
0.0169491525423728,0.0595079787234042
0.0157480314960629,0.0610465116279069
0.0280163599182004,0.0702136938508504
0.011070110701107,0.0665866826634673
0.0487132352941176,0.0324675324675324
0.0688405797101449,0.0514058810903627
0.055788876276958,0.0480825384465641
0.0338983050847457,0.074249280131633
0.042566709021601,0.0401396160558464
0.0100422832980972,0.0708852005532503
0.0278330019880715,0.046290424857324
0.0067415730337078,0.0821007771371271
0.061976819059884,0.0715737514518002
0.0438765670202507,0.0675526895250078
0.047535826634044,0.0456014362657091
0.026888604353393,0.0698172472872644
0.0177838577291381,0.0651748251748251
0.0540941875265167,0.0712557139015864
0.0411010558069381,0.0529490616621983
0.0505827505827505,0.0763431542461005
0.0578022875816993,0.0
0.0573951434878587,0.0272161741835147
0.0241176470588235,0.033585222502099
0.0376436781609195,0.0354256718661905
0.048048048048048,0.0517069524046847
0.0380217267009719,0.0651677287483467
0.0177884615384615,0.0717168320161426
0.0578661844484629,0.0676080445014976
0.0444797458300238,0.0638591853898834
0.0465811965811965,0.055143028007575
0.0410587744893705,0.0537340619307832
0.0154914529914529,0.0472225457086293
0.0521472392638036,0.065715313586761
0.0367965367965368,0.0109223300970873
0.0370470524607896,0.0467784642541924
0.0481781376518218,0.0272727272727272
0.0381493506493506,0.063254113345521
0.0252038547071905,0.0324754901960784
0.0258278145695364,0.0090702947845804
0.0507285483000539,0.0687946855823903
0.051231527093596,0.0575199806248486
0.0504750593824228,0.0391914191419141
0.030091348737238,0.0630922693266833
0.0532940546331012,0.0758642103084247
0.0350609756097561,0.0459038205664322
0.0498468866961551,0.0067340067340067
0.0334323922734026,0.057821930481519
0.0622478386167147,0.0298013245033112
0.0665800584605391,0.0
0.0407268170426065,0.0505494505494505
0.0449029126213592,0.0367619047619047
0.0503432494279176,0.0523611934400316
0.0103092783505154,0.0377289377289377
0.0227686703096539,0.0666876706574249
0.0539083557951482,0.0523793073667847
0.0691955775829203,0.0604103343465045
0.0309734513274336,0.0247844827586206
0.0518518518518518,0.024873828406633
0.027048319327731,0.0545138217668664
0.0278651685393258,0.0586921202274573
0.0790513833992094,0.0584553928095872
0.0861550037622272,0.039274322169059
0.0431570762052877,0.05276541640178
0.0514775977121067,0.0570291777188328
0.0191693290734824,0.0381054286587762
0.0213567839195979,0.0545614549721325
0.025,0.0913793103448275
0.0321782178217821,0.0827407886231415
0.0313415348564733,0.0596249398942138
0.0546448087431694,0.0319394830846816
0.0414141414141414,0.0655125171254203
0.02574047954866,0.0510314875135722
0.0432480141218005,0.055587318087318
0.0717105263157894,0.0621030345800988
0.0229299363057324,0.0348837209302325
