introgression_tract,species_tree_tract
0.056184012066365,0.0620673379483952
0.0691964285714285,0.0683229813664596
0.0087044534412955,0.0516483516483516
0.0453566041801335,0.0654111258093713
0.038,0.0582425068119891
0.065035415325177,0.0255188839741408
0.0349389416553595,0.0443037974683544
0.0517774343122102,0.0345572354211663
0.0471938775510204,0.0502718899123293
0.0217213114754098,0.0137741046831955
0.0485985533453887,0.0687247335538405
0.0425531914893617,0.0437823046518698
0.0516236469608659,0.0
0.0668924640135478,0.0601313212763506
0.033125,0.0653349616189811
0.0200331125827814,0.069078947368421
0.0485815602836879,0.056199460916442
0.053012048192771,0.0120481927710843
0.1196213425129087,0.0
0.0437192118226601,0.0
0.0240464344941956,0.0699542782495101
0.0523186682520808,0.059123025768911
0.0459722222222222,0.0536449147560258
0.0424528301886792,0.0412331406551059
0.0674698795180722,0.0659365558912386
0.0471590909090909,0.0721311475409836
0.0106382978723404,0.0615181518151815
0.0331325301204819,0.0346938775510204
0.0477272727272727,0.0212014134275618
0.0067720090293453,0.0575645756457564
0.0186781609195402,0.0279905715969357
0.0602455871066769,0.0480662983425414
0.0716019417475728,0.0236788458522816
0.0465337132003798,0.0485171696149843
0.0541149943630214,0.0504866180048661
0.0435510887772194,0.0660588774574717
0.0201900237529691,0.0667021276595744
0.036697247706422,0.0379526462395543
0.0215355805243445,0.0337096774193548
0.0241809672386895,0.0825522710886806
0.0162264150943396,0.0570876999448428
0.0062586926286509,0.0689005108246168
0.0236842105263157,0.0324283559577677
0.0179303278688524,0.0643343258188005
0.0431290898274836,0.0445004198152812
0.0225822287677957,0.0697674418604651
0.0628066732090284,0.0055045871559633
0.015732546705998,0.0519053876478318
0.0208913649025069,0.0601023017902813
0.0348027842227378,0.0495352691116074
0.0702811244979919,0.0493975903614457
0.0622807017543859,0.0577651515151515
0.0484913793103448,0.0407358738501971
0.0366762177650429,0.0609494640122511
0.0387788778877887,0.0297796863330843
0.0471360381861575,0.0433715220949263
0.0510424155283968,0.0637880824372759
0.0392320534223706,0.0623948064438567
0.0323861262014208,0.0598554168141145
0.0504789977892409,0.0527556200145032
0.0310441205829506,0.0698059630856602
0.0407754010695187,0.0641923878053399
0.0664467483506126,0.044790652385589
0.0235191637630662,0.0409266409266409
0.005664877757901,0.0307971014492753
0.0442448436460412,0.0512147078135259
0.0339830084957521,0.0141129032258064
0.0485915492957746,0.0450989415554532
0.0177294398092967,0.0491500856502833
0.0570264765784114,0.063865054602184
0.0384167636786961,0.056048927613941
0.0418189200162403,0.0725933719095213
0.0519736842105263,0.0743589743589743
0.0362637362637362,0.0106044538706256
0.0491967871485943,0.0221476510067114
0.0491891891891891,0.0513211382113821
0.0347166799680766,0.0202702702702702
0.0083396512509476,0.046119235095613
0.0539979231568016,0.0087719298245614
0.0418318794607454,0.0348128807658833
0.0533273915626856,0.0681486880466472
0.05,0.0180947312400212
0.0331858407079646,0.0428253615127919
0.0420981539846915,0.0623879337622613
0.0537525354969574,0.0565897244973938
0.0682510664229128,0.0448536355051935
0.0556309362279511,0.0620148498143773
0.0603600423579244,0.0730700684738767
0.0475679542203147,0.0595743040024678
0.0735714285714285,0.0567136725935009
0.0357317670093,0.0655103568754679
0.041922290388548,0.0674461538461538
0.0176282051282051,0.0787562837460435
0.0543992431409649,0.0641363284275755
0.0527700402352212,0.0673231296157551
0.0303030303030303,0.0655417814508723
0.0714064914992272,0.0621653777513384
0.0526036131774707,0.0590137429264349
0.0065520065520065,0.0369536423841059
0.0348004094165813,0.0706650831353919
0.0259740259740259,0.0660986315517686
0.037560975609756,0.0677553856845031
0.0589622641509434,0.0736486486486486
0.0529479107040641,0.0542763157894736
