NW_022145606.1:44253516_44264730	18.92	32.89	8.49	14.34
NW_022145606.1:45793494_45826834	11.54	17.97	6.68	13.96
NW_022145606.1:47088410_47138734	29.86	40.73	12.24	16.59
NW_022145606.1:48460924_48486067	33.27	36.54	16.83	18.28
NW_022145606.1:48897554_48909338	44.16	29.74	18.82	23.9
NW_022145607.1:2282226_2293937	9.34	11.68	6.4	18.84
NW_022145607.1:6488004_6499110	9.63	22.47	5.71	12.42
NW_022145607.1:13635725_13648979	11.9	32.09	12.91	13.09
NW_022145607.1:15596262_15613648	23.36	24.12	9.09	22.62
NW_022145607.1:16285840_16300328	15.51	16.9	9.22	17.29
NW_022145607.1:17388131_17437624	20.38	24.47	12.65	10.99
NW_022145607.1:26760781_26792572	18.06	18.08	7.1	11.1
NW_022145607.1:29284330_29294684	26.6	23.37	13.46	22.43
NW_022145607.1:29909403_29937477	26.03	62.63	11.24	10.39
NW_022145607.1:30953157_30976535	22.82	37.26	22.4	13.53
NW_022145607.1:31906471_31934571	15.12	36.02	9.87	12.87
NW_022145607.1:32588020_32605929	28.18	33.28	15.96	27.74
NW_022145607.1:35950797_35963697	29.05	40.95	10.79	26.96
NW_022145607.1:41825118_41842369	37.01	33.1	14.92	18.63
NW_022145609.1:220945_237316	19.79	26.09	9.54	18.49
NW_022145609.1:665927_694974	13.28	15.73	7.74	9.92
NW_022145609.1:1121965_1132582	14.51	23.84	5.38	23.14
NW_022145609.1:4867053_4887624	41.19	31.65	36.88	49.06
NW_022145609.1:5250353_5278080	21.06	30.2	14.54	29.98
NW_022145609.1:6458222_6492593	26.34	38.97	16.52	25.7
NW_022145609.1:6634527_6658590	11.82	26.36	11.39	9.95
NW_022145609.1:7521943_7535688	30.78	47.23	12.04	30.7
NW_022145609.1:8807787_8825466	15.25	20.36	7.98	19.02
NW_022145609.1:10136457_10148162	16.55	22.16	9.83	18.98
NW_022145609.1:11449783_11460003	17.46	17.7	7.24	15.26
NW_022145609.1:11469694_11499628	14.68	17.68	7.19	16.96
NW_022145609.1:13261666_13307222	14.65	24.35	8.85	8.38
NW_022145609.1:13813637_13844066	12.91	16.73	7.41	17.18
NW_022145609.1:14469099_14498824	12.76	19.83	6.46	15.94
NW_022145609.1:14638720_14648794	11.4	30.28	6.04	15.31
NW_022145609.1:16373740_16387804	16.41	20.36	5.83	12.91
NW_022145609.1:19041717_19084963	14.86	18.96	12.88	8.69
NW_022145609.1:21474675_21486011	16.4	17.09	7.54	16.85
NW_022145609.1:21838256_21848441	39.93	21.9	13.67	13.53
NW_022145609.1:25600519_25649207	32.57	19.76	14.57	9.16
NW_022145609.1:27621012_27633107	7.25	54.39	21.98	14.9
NW_022145609.1:34708589_34722833	51.22	59.77	13.62	31.47
NW_022145609.1:34808264_34821820	42.54	49.9	16.14	23.83
NW_022145609.1:36238098_36258559	9.96	13.19	8.77	34.95
NW_022145609.1:36589850_36604919	22.12	33.22	9.14	27.37
NW_022145609.1:38335799_38357930	15.51	19.27	7.96	15.31
NW_022145610.1:12299457_12323340	17.49	26.79	12.03	14.68
NW_022145611.1:8585926_8596828	17.42	31.14	8.97	41.54
NW_022145611.1:37682902_37730545	16.6	22.16	9.39	17.31
NW_022145612.1:9937938_9965838	31.44	15.84	11.75	15.94
NW_022145612.1:20542108_20553851	18.72	57.74	12.34	17.27
NW_022145612.1:20556475_20575732	18.84	32.19	11.29	19.27
NW_022145612.1:29860847_29873975	30.49	31.5	11.25	59.37
NW_022145612.1:35031638_35042800	24.1	35.85	12.22	32.02
NW_022145612.1:44690233_44704931	13.24	14.78	5.28	16.22
NW_022145612.1:50826955_50837592	17.67	27.49	6.68	39.3
NW_022145613.1:7678480_7693441	18.38	23.75	10.91	14.51
NW_022145613.1:21540283_21563366	28.49	55.46	21.74	28.23
NW_022145613.1:21565911_21589411	20.26	30.99	11.54	24.92
NW_022145614.1:11006943_11023034	29.88	68.69	17.42	32.75
